Experiment	Lead-Time	Skill	ID	Policy	Rule Curve Wet Multiplier	Rule Curve Confident Wet Multiplier	Rule Curve Dry Multiplier	Rule Curve Wet Power	Rule Curve Dry Power	Rule Curve Threshold	Rule Curve Wet Adjustment	Rule Curve Dry Adjustment	Rule Curve Low Level Threshold	Rule Curve Low Level Flow Adjustment	Long Forecast Wet Threshold	Long Forecast Dry Threshold	Long Forecast 50% Confidence Interval	Long Forecast 99% Confidence Interval	Coastal Impacts: Upstream Buildings Impacted (#)	Coastal Impacts: Downstream Buildings Impacted (#)	Commercial Navigation: Ontario + Seaway + Montreal Transportation Costs ($)	Hydropower: Moses-Saunders + Niagara Energy Value ($)	Meadow Marsh: Area (ha)	Recreational Boating: Impact Costs ($)
12-month Perfect	12-month	Perfect	0	1	354.04540212442686	65.02990594121572	34.180175611985824	1.4895602184926493	0.3535034410577028	5097.265805562393	2135.770895816584	1825.8339199218967	111.43593004224337	33.39033212068078	7139.235273772773	8424.800536912802	77.22832721962942	49.351953000042926	43172.105652542385	2728.9406779661012	193614230.20338985	-2230482962.3030124	-13268.292839285712	37429598.12745763
12-month Perfect	12-month	Perfect	1	1	377.39868642133905	81.58489716242173	15.006381727712158	1.4893074022847184	0.4282531831366328	6079.058823880374	2249.2911707725784	1819.485883735208	111.89910210639765	5.560508652591885	7139.375040918521	4580.776832429352	38.533591840643226	48.894271552334004	55126.58328813559	2689.593220338983	190854982.29661015	-2236722410.623322	-11840.845485714288	24096416.79949153
12-month Perfect	12-month	Perfect	2	1	122.58594601311745	98.56003791647751	58.43083733593512	1.419181961149964	0.2865621198234368	4879.763638970486	2524.1060795809203	1464.9885667012454	23.82495673461232	27.083766463717986	7762.983122775483	2699.528554104	84.89361905765442	160.6438930366806	32547.547152542375	2651.64406779661	193209533.2118644	-2229172801.1483345	-8688.947457142856	34767606.0911017
12-month Perfect	12-month	Perfect	3	1	126.13915220493163	418.0466040746386	105.0	0.663846708183897	0.35634649561799897	5984.688157945414	2201.000579633523	352.32443745273	130.54999999999998	9.156300813754637	8900.375311082738	7342.271430541379	13.449522588052039	162.82643838071556	41038.81511016948	2617.093220338983	191206548.77118644	-2234067713.060379	-8636.597096428572	24312247.173559327
12-month Perfect	12-month	Perfect	4	1	140.66217373240283	221.23964951497715	15.923067937493913	0.7539963818200653	0.7385728165030933	6765.731244888093	2099.600438381524	731.7663592794521	23.127260433106	21.869106158624373	8831.13671895605	9252.060632337383	87.10131569406263	122.41407783985474	54273.199296610175	2616.6610169491523	190985887.43220335	-2239153038.48899	-9124.614442857142	17855243.739491526
12-month Perfect	12-month	Perfect	5	1	227.13567005943818	286.55674558289553	64.02358516778703	1.5742830415882119	0.3506397268966257	6123.610508606549	2643.135137295047	360.576126176106	116.5317198035433	28.4148363851898	8276.457957990558	7371.214708040877	40.771414778218606	163.53102445254274	59853.345271186445	2609.915254237288	191678707.9237288	-2240145161.4220123	-8859.649857142856	15565305.753728813
12-month Perfect	12-month	Perfect	6	1	385.0	86.44479867946117	15.0002291840264	1.0646746759698402	0.7322963899972323	5487.595740074988	2696.415594903591	1906.4712181161938	81.77053357759678	17.307803042304656	7140.093812673905	6789.286763085726	54.63219479128136	62.72232390817447	45488.64312711863	2733.906779661017	193055854.2542373	-2230936965.973384	-13163.379467857141	36663887.63610169
12-month Perfect	12-month	Perfect	7	1	244.04726898512996	97.87906041941879	81.34093260879027	1.5672409487470549	1.6358168586505661	5493.955801706423	2106.779720686045	1382.5914135260696	79.50648098033808	17.722727974409196	6654.325371611202	7752.986682609367	58.74830770869253	95.66838220298382	42827.520025423735	2616.627118644068	191836064.5	-2234901423.162549	-10749.167382142858	24961419.025338985
12-month Perfect	12-month	Perfect	8	1	140.67838820645557	66.03090725672428	37.361347759191155	0.4694122990903026	0.8401422948812357	6704.204203882898	2187.510064958828	631.7404396787267	18.65	10.222742495075414	3922.8470638291133	2822.8313730930627	63.39258284445214	88.5927545047101	73361.09895762712	2669.483050847457	190322779.23728812	-2241291217.162732	-9614.787760714284	17202867.130847458
12-month Perfect	12-month	Perfect	9	1	370.57726845042254	65.0	25.78385863692245	0.97210011486093	0.9009304575210132	5843.4227074352475	2645.6749751716243	979.0342232723204	83.08448933692674	34.0098805300609	7149.0509291408225	6862.921922873878	85.58481006087153	55.9348642675095	83655.52515254237	2873.050847457627	192074393.13559318	-2234937107.2218685	-14722.814907142854	31251630.31305085
