Experiment	Lead-Time	Skill	ID	Policy	Rule Curve Wet Multiplier	Rule Curve Confident Wet Multiplier	Rule Curve Dry Multiplier	Rule Curve Wet Power	Rule Curve Dry Power	Rule Curve Threshold	Rule Curve Wet Adjustment	Rule Curve Dry Adjustment	Rule Curve Low Level Threshold	Rule Curve Low Level Flow Adjustment	Long Forecast Wet Threshold	Long Forecast Dry Threshold	Long Forecast 50% Confidence Interval	Long Forecast 99% Confidence Interval	Coastal Impacts: Upstream Buildings Impacted (#)	Coastal Impacts: Downstream Buildings Impacted (#)	Commercial Navigation: Ontario + Seaway + Montreal Transportation Costs ($)	Hydropower: Moses-Saunders + Niagara Energy Value ($)	Meadow Marsh: Area (ha)	Recreational Boating: Impact Costs ($)
3-month Perfect	3-month	Perfect	57	1	143.46615610825899	66.71190629646406	100.41563847200409	0.5099571541574486	1.0872157786128147	5942.987278673976	2657.135003214001	1640.6000440144214	74.96986228402764	34.765228466586926	8665.696237807042	7794.920150238666	74.08294264190901	125.40759428665295	51639.160403361355	2758.7394957983192	190874627.2689076	-2235447276.746261	-10634.934832142857	22014856.55260504
3-month Perfect	3-month	Perfect	58	1	144.49775205516355	66.12429987875177	97.94953514827986	0.2554454719921241	1.4727397033524734	5026.4043853507865	2661.7398390198946	2177.820820075104	74.63916832263878	34.611315669570274	8681.831504412812	7660.581422602472	48.617789571828744	141.97589447791538	35087.21950420168	2770.924369747899	193100547.0	-2226635007.0436974	-11201.414414285713	37195577.57436975
3-month Perfect	3-month	Perfect	59	1	144.63797509206458	66.12429987875177	97.94953514827986	0.4653520153980549	1.1198507604863774	5002.142036744865	2661.9615412646663	1345.6620291584295	74.63916832263878	34.611315669570274	8681.831504412812	6539.778490332658	48.617789571828744	141.97589447791538	35290.546134453776	2754.4873949579833	192608225.24369743	-2227550678.3483696	-10690.590110714284	34673360.83302522
3-month Perfect	3-month	Perfect	60	1	145.75058232758758	65.68412537847439	17.16440466748653	0.3311875807212771	0.8331214774728284	5695.183199312153	2692.207703132732	1351.7199228504046	74.90519279664532	31.57298382757534	7921.302457690255	8051.147950974686	44.636192049128695	169.80506251064432	46160.99972268907	2755.4285714285716	191268840.78151265	-2231978580.805636	-11275.5151	28412517.13487396
3-month Perfect	3-month	Perfect	61	1	98.24376793351273	73.9608009129737	33.129087498649014	0.35446904344573354	1.0559220294412526	5243.838988863503	2662.6882277102263	1078.4823823420784	74.72736011033152	34.60222512345132	8828.802796416221	7508.746211340742	65.93350817755959	158.0238103283069	46073.52744537815	2701.991596638656	190322876.48739496	-2233268964.3403926	-10619.743192857142	25698104.059495807
3-month Perfect	3-month	Perfect	62	1	138.9616421873493	71.32074509092287	27.508713322950307	1.0080599442761158	0.3034357946723317	5092.891288637323	2651.865802017238	822.5390622301787	74.62911846808291	34.26971829384796	8670.0896116365	7483.341421761114	47.06760801323571	144.86998773153238	38043.896714285715	2713.436974789916	191647368.0840336	-2230369797.1369205	-9325.489146428572	27846735.63747899
3-month Perfect	3-month	Perfect	63	1	145.1703137036453	66.40192628637932	67.4750188188134	0.900460767623843	0.9863369448981788	4958.3812371573495	2558.185068568901	1602.0282986433933	74.71537280412987	34.912019179114154	8730.96392005345	7325.985568655674	35.992327097815135	103.81720673073252	35363.633092436976	2722.840336134454	192189614.4369748	-2229075441.047115	-9815.50875357143	30582226.540672265
3-month Perfect	3-month	Perfect	64	1	176.2103514955826	68.28570772076087	28.53372550349448	0.8424443200173997	1.265073125582089	5975.0446871954655	2652.1497253851653	385.0266393948526	74.73600574400325	34.165055629189375	8947.290255286229	7848.340775052873	43.712966114965674	155.95173735929282	46119.25209243699	2726.168067226891	191199006.72268903	-2233791399.9563327	-9499.970925	21840298.38109243
3-month Perfect	3-month	Perfect	65	1	144.09576556841628	118.83176848230663	52.80608052802414	0.594028807485404	1.696269107697581	6570.796988071899	2568.7998439957546	1810.800654604749	74.97639198879291	31.554017624683933	12527.269296969074	11694.320372451928	25.8577304004005	158.57468975893124	62534.246630252106	2743.27731092437	190279350.60504198	-2238668132.713784	-9040.191717857142	17546118.939747896
3-month Perfect	3-month	Perfect	66	1	207.7216182043575	77.05802859649842	35.333771858187866	0.2310165681376268	1.7147151097245503	6778.702318659924	2690.932792511576	1976.728876524848	74.96179837518129	34.309200906461456	8604.12618906967	8951.79256497917	86.88478233585975	149.21556008365218	51479.08261344539	2805.168067226891	192007172.21848735	-2233427462.398986	-11208.639849999996	22179730.77428571
3-month Perfect	3-month	Perfect	67	1	128.38384733148473	73.34616251430721	41.8994608651785	0.6671584373036002	1.1443605131031356	5149.475941172063	2677.203156369348	1572.7476568190107	20.795212212450615	34.946735408829234	8663.878605520336	3976.9716689096913	54.50897119991457	174.91504655279135	35349.13266386555	2720.546218487395	191245122.5882353	-2228065438.4590344	-9382.063760714283	34230353.2492437
